module,source_set,api,source,line,android,desktop,composable,required_parameters,state_parameters,callbacks_or_builders,compose_slots,all_parameters_with_defaults
cupertino,commonMain,CupertinoSlider,cupertino/src/commonMain/kotlin/io/github/alexzhirkevich/cupertino/CupertinoSlider.kt,138,available (some APIs use nonIos actual),available (some APIs use nonIos actual),True,value: Float; onValueChange: (Float) -> Unit,,onValueChange: (Float) -> Unit; onValueChangeFinished: (() -> Unit)? = null,,value: Float; onValueChange: (Float) -> Unit; modifier: Modifier = Modifier; enabled: Boolean = true; valueRange: ClosedFloatingPointRange<Float> = 0f..1f; steps: Int = 0; onValueChangeFinished: (() -> Unit)? = null; colors: CupertinoSliderColors = CupertinoSliderDefaults.defaultColorsFor(steps); interactionSource: MutableInteractionSource = remember { MutableInteractionSource() }
cupertino,commonMain,CupertinoSlider,cupertino/src/commonMain/kotlin/io/github/alexzhirkevich/cupertino/CupertinoSlider.kt,211,available (some APIs use nonIos actual),available (some APIs use nonIos actual),True,value: Float; onValueChange: (Float) -> Unit,,onValueChange: (Float) -> Unit; onValueChangeFinished: (() -> Unit)? = null,"thumb: @Composable (SliderPositions) -> Unit = {         CupertinoSliderDefaults.Thumb(             interactionSource = interactionSource,             colors = colors,             enabled = enabled         )     }; track: @Composable (SliderPositions) -> Unit = { sliderPositions ->         CupertinoSliderDefaults.Track(             colors = colors,             enabled = enabled,             sliderPositions = sliderPositions         )     }","value: Float; onValueChange: (Float) -> Unit; modifier: Modifier = Modifier; enabled: Boolean = true; valueRange: ClosedFloatingPointRange<Float> = 0f..1f; onValueChangeFinished: (() -> Unit)? = null; steps: Int = 0; colors: CupertinoSliderColors = CupertinoSliderDefaults.defaultColorsFor(steps); interactionSource: MutableInteractionSource = remember { MutableInteractionSource() }; thumb: @Composable (SliderPositions) -> Unit = {         CupertinoSliderDefaults.Thumb(             interactionSource = interactionSource,             colors = colors,             enabled = enabled         )     }; track: @Composable (SliderPositions) -> Unit = { sliderPositions ->         CupertinoSliderDefaults.Track(             colors = colors,             enabled = enabled,             sliderPositions = sliderPositions         )     }"
cupertino,commonMain,CupertinoRangeSlider,cupertino/src/commonMain/kotlin/io/github/alexzhirkevich/cupertino/CupertinoSlider.kt,276,available (some APIs use nonIos actual),available (some APIs use nonIos actual),True,value: ClosedFloatingPointRange<Float>; onValueChange: (ClosedFloatingPointRange<Float>) -> Unit,,onValueChange: (ClosedFloatingPointRange<Float>) -> Unit; onValueChangeFinished: (() -> Unit)? = null,,value: ClosedFloatingPointRange<Float>; onValueChange: (ClosedFloatingPointRange<Float>) -> Unit; modifier: Modifier = Modifier; enabled: Boolean = true; valueRange: ClosedFloatingPointRange<Float> = 0f..1f; /*@IntRange(from = 0)*/     steps: Int = 0; onValueChangeFinished: (() -> Unit)? = null; colors: CupertinoSliderColors = CupertinoSliderDefaults.defaultColorsFor(steps)
cupertino,commonMain,CupertinoRangeSlider,cupertino/src/commonMain/kotlin/io/github/alexzhirkevich/cupertino/CupertinoSlider.kt,364,available (some APIs use nonIos actual),available (some APIs use nonIos actual),True,value: ClosedFloatingPointRange<Float>; onValueChange: (ClosedFloatingPointRange<Float>) -> Unit,,onValueChange: (ClosedFloatingPointRange<Float>) -> Unit; onValueChangeFinished: (() -> Unit)? = null,"startThumb: @Composable (SliderPositions) -> Unit = {         CupertinoSliderDefaults.Thumb(             interactionSource = startInteractionSource,             colors = colors,             enabled = enabled         )     }; endThumb: @Composable (SliderPositions) -> Unit = {         CupertinoSliderDefaults.Thumb(             interactionSource = endInteractionSource,             colors = colors,             enabled = enabled         )     }; track: @Composable (SliderPositions) -> Unit = { sliderPositions ->         CupertinoSliderDefaults.Track(             colors = colors,             enabled = enabled,             sliderPositions = sliderPositions         )     }","value: ClosedFloatingPointRange<Float>; onValueChange: (ClosedFloatingPointRange<Float>) -> Unit; modifier: Modifier = Modifier; enabled: Boolean = true; valueRange: ClosedFloatingPointRange<Float> = 0f..1f; onValueChangeFinished: (() -> Unit)? = null; steps: Int = 0; colors: CupertinoSliderColors = CupertinoSliderDefaults.defaultColorsFor(steps); startInteractionSource: MutableInteractionSource = remember { MutableInteractionSource() }; endInteractionSource: MutableInteractionSource = remember { MutableInteractionSource() }; startThumb: @Composable (SliderPositions) -> Unit = {         CupertinoSliderDefaults.Thumb(             interactionSource = startInteractionSource,             colors = colors,             enabled = enabled         )     }; endThumb: @Composable (SliderPositions) -> Unit = {         CupertinoSliderDefaults.Thumb(             interactionSource = endInteractionSource,             colors = colors,             enabled = enabled         )     }; track: @Composable (SliderPositions) -> Unit = { sliderPositions ->         CupertinoSliderDefaults.Track(             colors = colors,             enabled = enabled,             sliderPositions = sliderPositions         )     }"
cupertino,commonMain,CupertinoSliderDefaults.colors,cupertino/src/commonMain/kotlin/io/github/alexzhirkevich/cupertino/CupertinoSlider.kt,845,available (some APIs use nonIos actual),available (some APIs use nonIos actual),True,,,,,thumbColor: Color = CupertinoColors.White; activeTrackColor: Color = CupertinoTheme.colorScheme.accent; activeTickColor: Color = CupertinoTheme.colorScheme.separator; inactiveTrackColor: Color = CupertinoTheme.colorScheme.separator; inactiveTickColor: Color = activeTickColor; disabledThumbColor: Color = thumbColor; disabledActiveTrackColor: Color = activeTrackColor.copy(alpha = .5f); disabledActiveTickColor: Color = activeTickColor; disabledInactiveTrackColor: Color = inactiveTrackColor.copy(alpha = .5f); disabledInactiveTickColor: Color = activeTickColor
cupertino,commonMain,CupertinoSliderDefaults.colorsSteps,cupertino/src/commonMain/kotlin/io/github/alexzhirkevich/cupertino/CupertinoSlider.kt,898,available (some APIs use nonIos actual),available (some APIs use nonIos actual),True,,,,,thumbColor: Color = CupertinoColors.White; activeTrackColor: Color = CupertinoColors.systemGray; activeTickColor: Color = activeTrackColor; inactiveTrackColor: Color = activeTrackColor; inactiveTickColor: Color = activeTickColor; disabledThumbColor: Color = thumbColor; disabledActiveTrackColor: Color = activeTrackColor; disabledActiveTickColor: Color = activeTickColor; disabledInactiveTrackColor: Color = inactiveTrackColor; disabledInactiveTickColor: Color = activeTickColor
cupertino,commonMain,CupertinoSliderDefaults.defaultColorsFor,cupertino/src/commonMain/kotlin/io/github/alexzhirkevich/cupertino/CupertinoSlider.kt,923,available (some APIs use nonIos actual),available (some APIs use nonIos actual),True,steps: Int,,,,steps: Int
cupertino,commonMain,CupertinoSliderDefaults.Thumb,cupertino/src/commonMain/kotlin/io/github/alexzhirkevich/cupertino/CupertinoSlider.kt,943,available (some APIs use nonIos actual),available (some APIs use nonIos actual),True,interactionSource: MutableInteractionSource,,,,interactionSource: MutableInteractionSource; modifier: Modifier = Modifier; colors: CupertinoSliderColors = colors(); enabled: Boolean = true; thumbSize: DpSize = ThumbSize
cupertino,commonMain,CupertinoSliderDefaults.Track,cupertino/src/commonMain/kotlin/io/github/alexzhirkevich/cupertino/CupertinoSlider.kt,988,available (some APIs use nonIos actual),available (some APIs use nonIos actual),True,sliderPositions: SliderPositions,,,,sliderPositions: SliderPositions; modifier: Modifier = Modifier; colors: CupertinoSliderColors = colors(); enabled: Boolean = true
cupertino,commonMain,CupertinoSliderColors.equals,cupertino/src/commonMain/kotlin/io/github/alexzhirkevich/cupertino/CupertinoSlider.kt,1369,available (some APIs use nonIos actual),available (some APIs use nonIos actual),False,other: Any?,,,,other: Any?
cupertino,commonMain,CupertinoSliderColors.hashCode,cupertino/src/commonMain/kotlin/io/github/alexzhirkevich/cupertino/CupertinoSlider.kt,1387,available (some APIs use nonIos actual),available (some APIs use nonIos actual),False,,,,,
cupertino,commonMain,SliderPositions.equals,cupertino/src/commonMain/kotlin/io/github/alexzhirkevich/cupertino/CupertinoSlider.kt,1476,available (some APIs use nonIos actual),available (some APIs use nonIos actual),False,other: Any?,,,,other: Any?
cupertino,commonMain,SliderPositions.hashCode,cupertino/src/commonMain/kotlin/io/github/alexzhirkevich/cupertino/CupertinoSlider.kt,1486,available (some APIs use nonIos actual),available (some APIs use nonIos actual),False,,,,,
cupertino,commonMain,SharedSwipeBoxController.collapse,cupertino/src/commonMain/kotlin/io/github/alexzhirkevich/cupertino/CupertinoSwipeBox.kt,157,available (some APIs use nonIos actual),available (some APIs use nonIos actual),False,,,,,
cupertino,commonMain,rememberCupertinoSwipeBoxState,cupertino/src/commonMain/kotlin/io/github/alexzhirkevich/cupertino/CupertinoSwipeBox.kt,181,available (some APIs use nonIos actual),available (some APIs use nonIos actual),True,,scrollableState: ScrollableState? = null,confirmValueChange: (CupertinoSwipeBoxValue) -> Boolean = { true },,initialValue: CupertinoSwipeBoxValue = CupertinoSwipeBoxValue.Collapsed; sharedController : SharedSwipeBoxController? = GlobalSwipeBoxController; scrollableState: ScrollableState? = null; dismissThreshold: Float = CupertinoSwipeBoxDefaults.DismissThreshold; animationSpec : FiniteAnimationSpec<Float> = CupertinoSwipeBoxDefaults.AnimationSpec; confirmValueChange: (CupertinoSwipeBoxValue) -> Boolean = { true }
cupertino,commonMain,CupertinoSwipeBox,cupertino/src/commonMain/kotlin/io/github/alexzhirkevich/cupertino/CupertinoSwipeBox.kt,289,available (some APIs use nonIos actual),available (some APIs use nonIos actual),True,state: CupertinoSwipeBoxState; items: @Composable () -> Unit; content: @Composable RowScope.() -> Unit,state: CupertinoSwipeBoxState,,items: @Composable () -> Unit; content: @Composable RowScope.() -> Unit,state: CupertinoSwipeBoxState; items: @Composable () -> Unit; modifier: Modifier = Modifier; restoreOnClick : Boolean = true; handleWidth : Dp = Dp.Unspecified; itemWidth: Dp = CupertinoSwipeBoxDefaults.ItemWidth; startToEndBehavior: SwipeBoxBehavior = SwipeBoxBehavior.Dismissible; endToStartBehavior: SwipeBoxBehavior = SwipeBoxBehavior.Dismissible; content: @Composable RowScope.() -> Unit
cupertino,commonMain,CupertinoSwipeBoxItem,cupertino/src/commonMain/kotlin/io/github/alexzhirkevich/cupertino/CupertinoSwipeBox.kt,542,available (some APIs use nonIos actual),available (some APIs use nonIos actual),True,color : Color; onClick : () -> Unit; icon : @Composable () -> Unit; label : @Composable () -> Unit,,onClick : () -> Unit,icon : @Composable () -> Unit; label : @Composable () -> Unit,color : Color; onClick : () -> Unit; modifier: Modifier = Modifier; enabled : Boolean = true; onClickLabel : String? = null; interactionSource : MutableInteractionSource = remember { MutableInteractionSource() }; icon : @Composable () -> Unit; label : @Composable () -> Unit
cupertino,commonMain,CupertinoSwipeBoxItem,cupertino/src/commonMain/kotlin/io/github/alexzhirkevich/cupertino/CupertinoSwipeBox.kt,594,available (some APIs use nonIos actual),available (some APIs use nonIos actual),True,color : Color; onClick : () -> Unit; content: @Composable ColumnScope.() -> Unit,,onClick : () -> Unit,content: @Composable ColumnScope.() -> Unit,color : Color; onClick : () -> Unit; modifier: Modifier = Modifier; enabled : Boolean = true; onClickLabel : String? = null; interactionSource : MutableInteractionSource = remember { MutableInteractionSource() }; content: @Composable ColumnScope.() -> Unit
cupertino,commonMain,CupertinoSwipeBoxState.requireOffset,cupertino/src/commonMain/kotlin/io/github/alexzhirkevich/cupertino/CupertinoSwipeBox.kt,697,available (some APIs use nonIos actual),available (some APIs use nonIos actual),False,,,,,
cupertino,commonMain,CupertinoSwipeBoxState.snapTo,cupertino/src/commonMain/kotlin/io/github/alexzhirkevich/cupertino/CupertinoSwipeBox.kt,730,available (some APIs use nonIos actual),available (some APIs use nonIos actual),False,targetValue: CupertinoSwipeBoxValue,,,,targetValue: CupertinoSwipeBoxValue
cupertino,commonMain,CupertinoSwipeBoxState.animateTo,cupertino/src/commonMain/kotlin/io/github/alexzhirkevich/cupertino/CupertinoSwipeBox.kt,734,available (some APIs use nonIos actual),available (some APIs use nonIos actual),False,direction: CupertinoSwipeBoxValue,,,,direction: CupertinoSwipeBoxValue
cupertino,commonMain,CupertinoSwipeBoxState.reset,cupertino/src/commonMain/kotlin/io/github/alexzhirkevich/cupertino/CupertinoSwipeBox.kt,745,available (some APIs use nonIos actual),available (some APIs use nonIos actual),False,,,,,
cupertino,commonMain,CupertinoSwipeBoxState.Companion.Saver,cupertino/src/commonMain/kotlin/io/github/alexzhirkevich/cupertino/CupertinoSwipeBox.kt,753,available (some APIs use nonIos actual),available (some APIs use nonIos actual),False,dismissThreshold: Float; animationSpec : FiniteAnimationSpec<Float>; confirmValueChange: (CupertinoSwipeBoxValue) -> Boolean; density: Density,,confirmValueChange: (CupertinoSwipeBoxValue) -> Boolean,,dismissThreshold: Float; animationSpec : FiniteAnimationSpec<Float>; confirmValueChange: (CupertinoSwipeBoxValue) -> Boolean; density: Density
cupertino,commonMain,CupertinoSwitch,cupertino/src/commonMain/kotlin/io/github/alexzhirkevich/cupertino/CupertinoSwitch.kt,93,available (some APIs use nonIos actual),available (some APIs use nonIos actual),True,checked : Boolean; onCheckedChange : (Boolean) -> Unit,,onCheckedChange : (Boolean) -> Unit,thumbContent: @Composable (() -> Unit)? = null,checked : Boolean; onCheckedChange : (Boolean) -> Unit; modifier : Modifier = Modifier; thumbContent: @Composable (() -> Unit)? = null; colors : CupertinoSwitchColors = CupertinoSwitchDefaults.colors(); enabled: Boolean = true; interactionSource: MutableInteractionSource = remember { MutableInteractionSource() }
cupertino,commonMain,CupertinoSwitchColors.equals,cupertino/src/commonMain/kotlin/io/github/alexzhirkevich/cupertino/CupertinoSwitch.kt,277,available (some APIs use nonIos actual),available (some APIs use nonIos actual),False,other: Any?,,,,other: Any?
cupertino,commonMain,CupertinoSwitchColors.hashCode,cupertino/src/commonMain/kotlin/io/github/alexzhirkevich/cupertino/CupertinoSwitch.kt,295,available (some APIs use nonIos actual),available (some APIs use nonIos actual),False,,,,,
cupertino,commonMain,CupertinoSwitchDefaults.colors,cupertino/src/commonMain/kotlin/io/github/alexzhirkevich/cupertino/CupertinoSwitch.kt,323,available (some APIs use nonIos actual),available (some APIs use nonIos actual),True,,,,,thumbColor: Color = Color.White; disabledThumbColor: Color = thumbColor; checkedTrackColor: Color = CupertinoColors.systemGreen; checkedIconColor: Color = CupertinoTheme.colorScheme.opaqueSeparator; uncheckedTrackColor: Color = CupertinoColors.Gray.copy(             alpha = .33f         ); uncheckedIconColor: Color = checkedIconColor; disabledCheckedTrackColor: Color = checkedTrackColor.copy(alpha = .33f); disabledCheckedIconColor: Color = checkedIconColor; disabledUncheckedTrackColor: Color = uncheckedTrackColor; disabledUncheckedIconColor: Color = checkedIconColor
cupertino,commonMain,CupertinoTextField,cupertino/src/commonMain/kotlin/io/github/alexzhirkevich/cupertino/CupertinoTextField.kt,69,available (some APIs use nonIos actual),available (some APIs use nonIos actual),True,value: String; onValueChange: (String) -> Unit,,onValueChange: (String) -> Unit,placeholder: @Composable (() -> Unit)? = null; leadingIcon: @Composable (() -> Unit)? = null; trailingIcon: @Composable (() -> Unit)? = null,value: String; onValueChange: (String) -> Unit; modifier: Modifier = Modifier; enabled: Boolean = true; readOnly: Boolean = false; textStyle: TextStyle = LocalTextStyle.current; placeholder: @Composable (() -> Unit)? = null; leadingIcon: @Composable (() -> Unit)? = null; trailingIcon: @Composable (() -> Unit)? = null; isError: Boolean = false; visualTransformation: VisualTransformation = VisualTransformation.None; keyboardOptions: KeyboardOptions = KeyboardOptions.Default; keyboardActions: KeyboardActions = KeyboardActions.Default; singleLine: Boolean = false; maxLines: Int = if (singleLine) 1 else Int.MAX_VALUE; minLines: Int = 1; interactionSource: MutableInteractionSource = remember { MutableInteractionSource() }; contentAlignment: Alignment.Vertical = Alignment.CenterVertically; colors: CupertinoTextFieldColors = CupertinoTextFieldDefaults.colors()
cupertino,commonMain,CupertinoTextField,cupertino/src/commonMain/kotlin/io/github/alexzhirkevich/cupertino/CupertinoTextField.kt,147,available (some APIs use nonIos actual),available (some APIs use nonIos actual),True,value: TextFieldValue; onValueChange: (TextFieldValue) -> Unit,,onValueChange: (TextFieldValue) -> Unit,placeholder: @Composable (() -> Unit)? = null; leadingIcon: @Composable (() -> Unit)? = null; trailingIcon: @Composable (() -> Unit)? = null,value: TextFieldValue; onValueChange: (TextFieldValue) -> Unit; modifier: Modifier = Modifier; enabled: Boolean = true; readOnly: Boolean = false; textStyle: TextStyle = LocalTextStyle.current; placeholder: @Composable (() -> Unit)? = null; leadingIcon: @Composable (() -> Unit)? = null; trailingIcon: @Composable (() -> Unit)? = null; isError: Boolean = false; visualTransformation: VisualTransformation = VisualTransformation.None; keyboardOptions: KeyboardOptions = KeyboardOptions.Default; keyboardActions: KeyboardActions = KeyboardActions.Default; singleLine: Boolean = false; maxLines: Int = if (singleLine) 1 else Int.MAX_VALUE; minLines: Int = 1; interactionSource: MutableInteractionSource = remember { MutableInteractionSource() }; contentAlignment: Alignment.Vertical = Alignment.CenterVertically; colors: CupertinoTextFieldColors = CupertinoTextFieldDefaults.colors()
cupertino,commonMain,CupertinoBorderedTextField,cupertino/src/commonMain/kotlin/io/github/alexzhirkevich/cupertino/CupertinoTextField.kt,224,available (some APIs use nonIos actual),available (some APIs use nonIos actual),True,value: String; onValueChange: (String) -> Unit,,onValueChange: (String) -> Unit,placeholder: @Composable (() -> Unit)? = null; leadingIcon: @Composable (() -> Unit)? = null; trailingIcon: @Composable (() -> Unit)? = null,value: String; onValueChange: (String) -> Unit; modifier: Modifier = Modifier; enabled: Boolean = true; readOnly: Boolean = false; textStyle: TextStyle = LocalTextStyle.current; placeholder: @Composable (() -> Unit)? = null; leadingIcon: @Composable (() -> Unit)? = null; trailingIcon: @Composable (() -> Unit)? = null; isError: Boolean = false; visualTransformation: VisualTransformation = VisualTransformation.None; keyboardOptions: KeyboardOptions = KeyboardOptions.Default; keyboardActions: KeyboardActions = KeyboardActions.Default; singleLine: Boolean = false; maxLines: Int = if (singleLine) 1 else Int.MAX_VALUE; minLines: Int = 1; interactionSource: MutableInteractionSource = remember { MutableInteractionSource() }; shape: Shape = CupertinoBorderedTextFieldDefaults.shape; strokeWidth: Dp = CupertinoBorderedTextFieldDefaults.StrokeWidth; paddingValues: PaddingValues = CupertinoBorderedTextFieldDefaults.PaddingValues; contentAlignment: Alignment.Vertical = Alignment.CenterVertically; colors: CupertinoTextFieldColors = CupertinoBorderedTextFieldDefaults.colors()
cupertino,commonMain,CupertinoBorderedTextField,cupertino/src/commonMain/kotlin/io/github/alexzhirkevich/cupertino/CupertinoTextField.kt,283,available (some APIs use nonIos actual),available (some APIs use nonIos actual),True,value: TextFieldValue; onValueChange: (TextFieldValue) -> Unit,,onValueChange: (TextFieldValue) -> Unit,placeholder: @Composable (() -> Unit)? = null; leadingIcon: @Composable (() -> Unit)? = null; trailingIcon: @Composable (() -> Unit)? = null,value: TextFieldValue; onValueChange: (TextFieldValue) -> Unit; modifier: Modifier = Modifier; enabled: Boolean = true; readOnly: Boolean = false; textStyle: TextStyle = LocalTextStyle.current; placeholder: @Composable (() -> Unit)? = null; leadingIcon: @Composable (() -> Unit)? = null; trailingIcon: @Composable (() -> Unit)? = null; isError: Boolean = false; visualTransformation: VisualTransformation = VisualTransformation.None; keyboardOptions: KeyboardOptions = KeyboardOptions.Default; keyboardActions: KeyboardActions = KeyboardActions.Default; singleLine: Boolean = false; maxLines: Int = if (singleLine) 1 else Int.MAX_VALUE; minLines: Int = 1; interactionSource: MutableInteractionSource = remember { MutableInteractionSource() }; shape: Shape = CupertinoBorderedTextFieldDefaults.shape; strokeWidth: Dp = CupertinoBorderedTextFieldDefaults.StrokeWidth; paddingValues: PaddingValues = CupertinoBorderedTextFieldDefaults.PaddingValues; contentAlignment: Alignment.Vertical = Alignment.CenterVertically; colors: CupertinoTextFieldColors = CupertinoBorderedTextFieldDefaults.colors()
cupertino,commonMain,CupertinoTextFieldColors.equals,cupertino/src/commonMain/kotlin/io/github/alexzhirkevich/cupertino/CupertinoTextField.kt,538,available (some APIs use nonIos actual),available (some APIs use nonIos actual),False,other: Any?,,,,other: Any?
cupertino,commonMain,CupertinoTextFieldColors.hashCode,cupertino/src/commonMain/kotlin/io/github/alexzhirkevich/cupertino/CupertinoTextField.kt,573,available (some APIs use nonIos actual),available (some APIs use nonIos actual),False,,,,,
cupertino,commonMain,CupertinoBorderedTextFieldDefaults.colors,cupertino/src/commonMain/kotlin/io/github/alexzhirkevich/cupertino/CupertinoTextField.kt,655,available (some APIs use nonIos actual),available (some APIs use nonIos actual),True,,,,,"focusedTextColor: Color = CupertinoTheme.colorScheme.label; unfocusedTextColor: Color = CupertinoTheme.colorScheme.label; disabledTextColor: Color = CupertinoTheme.colorScheme.secondaryLabel; errorTextColor: Color = CupertinoColors.systemRed; focusedContainerColor: Color = Color.Transparent; unfocusedContainerColor: Color = focusedContainerColor; disabledContainerColor: Color = unfocusedContainerColor; errorContainerColor: Color = disabledContainerColor; cursorColor: Color = CupertinoTheme.colorScheme.accent; errorCursorColor: Color = errorTextColor; selectionColors: TextSelectionColors =             TextSelectionColors(cursorColor, cursorColor.copy(alpha = .25f)); focusedBorderColor: Color = CupertinoTheme.colorScheme.quaternaryLabel; unfocusedBorderColor: Color = focusedBorderColor; disabledBorderColor: Color = focusedBorderColor; errorBorderColor: Color = errorTextColor; focusedLeadingIconColor: Color = CupertinoTheme.colorScheme.secondaryLabel; unfocusedLeadingIconColor: Color = focusedLeadingIconColor; disabledLeadingIconColor: Color = focusedLeadingIconColor; errorLeadingIconColor: Color = focusedLeadingIconColor; focusedTrailingIconColor: Color = focusedLeadingIconColor; unfocusedTrailingIconColor: Color = focusedTrailingIconColor; disabledTrailingIconColor: Color = focusedTrailingIconColor; errorTrailingIconColor: Color = focusedTrailingIconColor; focusedPlaceholderColor: Color = CupertinoTheme.colorScheme.secondaryLabel; unfocusedPlaceholderColor: Color = focusedPlaceholderColor; disabledPlaceholderColor: Color = CupertinoTheme.colorScheme.tertiaryLabel; errorPlaceholderColor: Color = focusedPlaceholderColor"
cupertino,commonMain,CupertinoTextFieldDefaults.colors,cupertino/src/commonMain/kotlin/io/github/alexzhirkevich/cupertino/CupertinoTextField.kt,778,available (some APIs use nonIos actual),available (some APIs use nonIos actual),True,,,,,"focusedTextColor: Color = CupertinoTheme.colorScheme.label; unfocusedTextColor: Color = CupertinoTheme.colorScheme.label; disabledTextColor: Color = CupertinoTheme.colorScheme.secondaryLabel; errorTextColor: Color = CupertinoColors.systemRed; focusedContainerColor: Color = Color.Transparent; unfocusedContainerColor: Color = Color.Transparent; disabledContainerColor: Color = Color.Transparent; errorContainerColor: Color = Color.Transparent; cursorColor: Color = CupertinoTheme.colorScheme.accent; errorCursorColor: Color = CupertinoColors.systemRed; selectionColors: TextSelectionColors =             TextSelectionColors(cursorColor, cursorColor.copy(alpha = .25f)); focusedBorderColor: Color = Color.Transparent; unfocusedBorderColor: Color = Color.Transparent; disabledBorderColor: Color = Color.Transparent; errorBorderColor: Color = Color.Transparent; focusedLeadingIconColor: Color = CupertinoTheme.colorScheme.secondaryLabel; unfocusedLeadingIconColor: Color = focusedLeadingIconColor; disabledLeadingIconColor: Color = focusedLeadingIconColor; errorLeadingIconColor: Color = focusedLeadingIconColor; focusedTrailingIconColor: Color = focusedLeadingIconColor; unfocusedTrailingIconColor: Color = focusedTrailingIconColor; disabledTrailingIconColor: Color = focusedTrailingIconColor; errorTrailingIconColor: Color = focusedTrailingIconColor; focusedPlaceholderColor: Color = CupertinoTheme.colorScheme.secondaryLabel; unfocusedPlaceholderColor: Color = focusedPlaceholderColor; disabledPlaceholderColor: Color = CupertinoTheme.colorScheme.tertiaryLabel; errorPlaceholderColor: Color = focusedPlaceholderColor"
cupertino,commonMain,CupertinoTextFieldDefaults.DecorationBox,cupertino/src/commonMain/kotlin/io/github/alexzhirkevich/cupertino/CupertinoTextField.kt,839,available (some APIs use nonIos actual),available (some APIs use nonIos actual),True,valueIsEmpty: Boolean; innerTextField: @Composable () -> Unit; enabled: Boolean; contentAlignment: Alignment.Vertical; interactionSource: InteractionSource; textLayoutResult: TextLayoutResult?,,,innerTextField: @Composable () -> Unit; placeholder: @Composable (() -> Unit)? = null; leadingIcon: @Composable (() -> Unit)? = null; trailingIcon: @Composable (() -> Unit)? = null,valueIsEmpty: Boolean; innerTextField: @Composable () -> Unit; enabled: Boolean; contentAlignment: Alignment.Vertical; interactionSource: InteractionSource; textLayoutResult: TextLayoutResult?; isError: Boolean = false; modifier: Modifier = Modifier; placeholder: @Composable (() -> Unit)? = null; leadingIcon: @Composable (() -> Unit)? = null; trailingIcon: @Composable (() -> Unit)? = null; colors: CupertinoTextFieldColors = colors()
cupertino,commonMain,rememberCupertinoTimePickerState,cupertino/src/commonMain/kotlin/io/github/alexzhirkevich/cupertino/CupertinoTimePicker.kt,73,available (some APIs use nonIos actual),available (some APIs use nonIos actual),True,,,,,initialHour: Int = 0; initialMinute: Int = 0; is24Hour: Boolean = PlatformDateFormat.is24HourFormat(defaultLocale())
cupertino,commonMain,CupertinoTimePicker,cupertino/src/commonMain/kotlin/io/github/alexzhirkevich/cupertino/CupertinoTimePicker.kt,92,available (some APIs use nonIos actual),available (some APIs use nonIos actual),True,state: CupertinoTimePickerState,state: CupertinoTimePickerState,,,state: CupertinoTimePickerState; height : Dp = CupertinoPickerDefaults.Height; indicator: CupertinoPickerIndicator = CupertinoPickerDefaults.indicator(); containerColor : Color = LocalContainerColor.current.takeOrElse {         CupertinoTheme.colorScheme.secondarySystemGroupedBackground     }; modifier: Modifier = Modifier
cupertino,commonMain,CupertinoTimePickerState.Companion.Saver,cupertino/src/commonMain/kotlin/io/github/alexzhirkevich/cupertino/CupertinoTimePicker.kt,396,available (some APIs use nonIos actual),available (some APIs use nonIos actual),False,,,,,
cupertino,commonMain,LazyListState.isTopBarTransparent,cupertino/src/commonMain/kotlin/io/github/alexzhirkevich/cupertino/CupertinoTopBars.kt,93,available (some APIs use nonIos actual),available (some APIs use nonIos actual),True,,,,,topPadding : Dp = 0.dp
cupertino,commonMain,cupertinoTranslucentTopBarColor,cupertino/src/commonMain/kotlin/io/github/alexzhirkevich/cupertino/CupertinoTopBars.kt,125,available (some APIs use nonIos actual),available (some APIs use nonIos actual),True,color: Color; isTranslucent: Boolean; isTransparent: Boolean,,,,color: Color; isTranslucent: Boolean; isTransparent: Boolean
cupertino,commonMain,CupertinoTopAppBar,cupertino/src/commonMain/kotlin/io/github/alexzhirkevich/cupertino/CupertinoTopBars.kt,168,available (some APIs use nonIos actual),available (some APIs use nonIos actual),True,title: @Composable () -> Unit,isTranslucent : Boolean = LocalAppBarsState.current != null,,title: @Composable () -> Unit; navigationIcon: @Composable () -> Unit = {}; actions: @Composable (RowScope.() -> Unit) = {}; divider: @Composable () -> Unit = {         if (!isTransparent) {             CupertinoTopAppBarDefaults.divider()         }     },title: @Composable () -> Unit; modifier: Modifier = Modifier; navigationIcon: @Composable () -> Unit = {}; actions: @Composable (RowScope.() -> Unit) = {}; windowInsets: WindowInsets = LocalTopAppBarInsets.current ?: CupertinoTopAppBarDefaults.windowInsets; isTransparent : Boolean = false; isTranslucent : Boolean = LocalAppBarsState.current != null; divider: @Composable () -> Unit = {         if (!isTransparent) {             CupertinoTopAppBarDefaults.divider()         }     }; colors: CupertinoTopAppBarColors = CupertinoTopAppBarDefaults.topAppBarColors()
cupertino,commonMain,CupertinoNavigationTitle,cupertino/src/commonMain/kotlin/io/github/alexzhirkevich/cupertino/CupertinoTopBars.kt,245,available (some APIs use nonIos actual),available (some APIs use nonIos actual),True,content: @Composable () -> Unit,,,content: @Composable () -> Unit,modifier: Modifier = Modifier; maxFontScale : Float = NavTitleMaxFontScale; maxFontScaleDistance : Dp = NavTitleMaxFontScaleDistance; paddingValues: PaddingValues = CupertinoSectionDefaults.PaddingValues; content: @Composable () -> Unit
cupertino,commonMain,CupertinoTopAppBarColors.equals,cupertino/src/commonMain/kotlin/io/github/alexzhirkevich/cupertino/CupertinoTopBars.kt,540,available (some APIs use nonIos actual),available (some APIs use nonIos actual),False,other: Any?,,,,other: Any?
